movie_id,person_id,character_name,gender_id,cast_order
534,76542,"Prototype T-800",2,7
534,11086,"General Ashdown",2,8
534,13724,Virginia,1,9
534,76543,Morrison,2,10
534,76544,Richter,0,11
534,213753,Star,1,12
534,1039678,"Soldier #1",2,13
534,1100,"The Terminator",2,14
9543,131,"Prince Dastan",2,0
9543,59620,Tamina,1,1
9543,2282,Nizam,2,1
9543,658,"Sheik Amar",2,2
9543,55412,Seso,2,3
9543,20286,Garsiv,2,4
9543,52890,Tus,2,5
9543,32556,"King Sharaman",2,6
9543,54810,Bis,0,7
9543,587354,"Hassansin Leader",2,8
9543,15913,"Hassansin Porcupine",0,9
9543,169691,"Hassansin Whip Man",0,10
9543,1327299,"Tamina's Maid Servant",0,11
217,3,"Indiana Jones",2,0
217,112,"Irina Spalko",1,1
217,10959,"Mutt Williams",2,2
217,5538,"'Mac' George Michale",2,3
217,650,"Marion Ravenwood",1,4
217,5049,"Professor Oxley",2,5
217,388,"Dean Charles Stanforth",2,6
217,36218,"Russian Soldier",2,7
217,52761,Dovchenko,2,8
217,52762,"Russian Soldier",2,9
217,52760,"General Ross",2,10
217,58210,"Cemetery Warrior",2,11
217,173269,"Russian Suit",2,12
217,109667,"Russian Suit",2,13
217,1133682,"Russian Soldier",0,14
217,1427626,"Russian Soldier",0,15
217,155978,Taylor,2,16
217,43776,Smith,2,17
217,122596,Minister,0,18
217,1421688,"Student in Library",0,19
217,1427682,Letterman,2,20
217,1427688,Letterman,0,21
217,8700,Slugger,0,22
217,1427692,"Diner Waitress",0,23
217,1427695,"Malt Shop Teen",0,24
217,1427698,"College Brawler",0,25
217,1365062,"College Brawler",0,26
217,1427700,"Teenage Boy",0,27
217,1058026,"Teenage Girl",0,28
217,204408,"Teenage Girl",0,29
217,1031791,"Fast Speaking Inmate",0,30
217,1427707,"Shouting Inmate",0,31
217,1427708,"Sanitarium Nun",0,32
217,1427711,"Cemetery Warrior",0,33
217,1427715,"Cave Warrior",0,34
217,1427716,"M.P. in Guard Hut",0,35
217,21723,"M.P. Sergeant",2,36
217,1656530,"College Student (uncredited)",0,37
5174,66,"Det. James Carter",2,0
5174,18897,"Chief Insp. Lee",2,1
5174,9195,Kenji,0,2
5174,2201,"Varden Reynard",2,3
5174,2245,George,2,4
5174,3556,"Det. Revi",2,5
5174,41894,"Soo Yung",0,6
5174,4492,"Capt. William Diel",2,7
5174,145633,Genevieve,1,8
5174,164945,"Zoe (uncredited)",1,9
5174,16145,"Dragon Lady",1,10
5174,21629,"Ambassador Han",2,11
5174,13314,"Sister Agnes",1,12
5174,39829,"Master Yu",2,13
5174,215130,Marsha,0,14
5174,21631,"Chinese Foreign Minister",0,15
5174,554599,"French Assassin",0,16
5174,1577430,"Dressing Room Girl",1,17
411,5528,"Peter Pevensie",2,0
411,5529,"Susan Pevensie",1,1
411,5527,"Edmund Pevensie",2,2
411,5526,"Lucy Pevensie",1,3
411,3896,"Aslan (voice)",2,4
411,3063,"White Witch",1,5
411,5530,"Mr. Tumnus, the Faun",2,6
411,388,"Professor Kirke",2,7
411,5531,Ginarrbrik,2,8
411,2467,"Father Christmas",2,9
411,5532,"Mrs. Pevensie",1,10
411,5533,"Mrs. MacReady",1,11
411,5534,Oreius,2,12
411,5535,"Older Lucy",0,13
411,5536,"Older Edmund",0,14
411,2050,"Older Peter",2,15
411,5537,"Older Susan",1,16
411,5538,"Mr. Beaver",2,17
411,5539,"Mrs. Beaver",1,18
411,4757,Fox,2,19
411,5540,Gryphon,0,20
411,5541,"Philip the Horse (voice)",2,21
411,5542,Wolf,0,22
411,147,Maugrim,2,23
155,3894,"Bruce Wayne",2,0
155,1810,Joker,2,1
155,6383,"Harvey Dent",2,2
155,3895,Alfred,2,3
155,1579,Rachel,1,4
155,64,Gordon,2,5
155,192,"Lucius Fox",2,6
155,53651,Ramirez,1,7
155,57597,Wuertz,2,8
155,2037,Scarecrow,2,9
155,101015,Lau,2,10
155,21316,Mayor,2,11
155,21315,Maroni,2,12
155,13939,Chechen,2,13
155,1904,Engel,2,14
155,87957,Stephens,2,15
155,128386,Loeb,2,16
155,34544,Reese,2,17
155,58692,"Barbara Gordon",0,18
155,18052,"James Gordon",2,19
155,1052875,Rossi,2,20
155,1196130,Dopey,0,21
155,1334139,Happy,0,22
155,64856,Gambol,2,23
155,16477,Grumpy,2,24
155,1208967,Chuckles,0,25
155,886,"Bank Manager",2,26
155,1056090,"Drug Dealer",0,27
155,1870607,"Drug Buyer",0,28
155,1870608,Junkie,0,29
155,101014,Natascha,1,30
155,24595,"Crime Boss",2,31
155,20372,"LSI VP",0,32
155,1522073,"Judge Surrillo",0,33
155,1870609,Brian,0,34
155,1870610,"Man No. 1",0,35
155,1840452,"Man No. 2",0,36
155,1226696,"Assistant DA",0,37
155,1870611,"Thug at Party",0,38
155,853194,"Gentleman at Party",2,39
155,1526574,"Male Guest",0,40
155,1870612,"Female Guest",0,41
155,1424043,"Judge Freel",0,42
155,1220201,"Maroni's Mistress",1,43
155,147895,"Gambol's Bodyguard (as Chucky Venn)",0,44
155,1195758,"Gambol's Bodyguard (as Winston Ellis)",0,45
155,83854,"Joker's Thug",2,46
155,1870613,Reporter,0,47
155,1313093,Heckler,0,48
155,1678566,"Cop Heckler",0,49
155,176227,"Acting Commissioner",2,50
155,1870614,"Officer at Intersection",0,51
155,1870615,"Convoy Leader",0,52
155,1870616,"Fat Thug",0,53
155,1128854,Murphy,0,54
155,29617,"Cop with Fat Thug",2,55
155,1781739,Medic,0,56
155,26669,"Cop at 250 52nd St.",2,57
155,1631707,Nurse,0,58
155,143328,Polk,2,59
155,1464854,Berg,0,60
155,1870623,"Cop at Hospital",0,61
155,1870620,Bartender,0,62
155,1624910,Civilian,2,63
155,78047,"First Mate",2,64
155,47525,"Prison Ferry Pilot",2,65
155,1238461,"Guard Commander",0,66
155,1232399,Businessman,0,67
155,1661772,Mother,0,68
155,122345,Passenger,0,69
155,1215332,Passenger,0,70
155,209990,Passenger,0,71
155,139946,Passenger,1,72
155,1070855,Passenger,0,73
155,1674439,"SWAT Sniper",2,74
155,1870625,"SWAT Leader",0,75
155,141770,"Prisoner on Ferry",2,76
155,8396,"Tattooed Prisoner",2,77
155,1394354,"Reporter #3",0,78
155,29616,Evans,2,79
155,1870627,"Honor Guard Man",0,80
155,170230,"Uniform Cop",2,81
155,75076,"Bounty Hunter",2,82
155,971049,"Bounty Hunter",2,83
155,1870629,"Fox's Secretary",0,84
155,119414,"Passenger Ferry Pilot",2,85
155,1870631,Guardsman,0,86
155,1655526,Warden,0,87
155,95716,"Corrections Officer",0,88
155,1122545,Prisoner,0,89
155,578699,Prisoner,0,90
155,126316,Prisoner,0,91
155,1132153,Prisoner,2,92
155,1599260,"Hong Kong Detective",2,93
155,1870636,"Honor Guard Leader",0,94
155,1870637,"Gordon's Daughter",0,95
155,1870638,"Armored Car SWAT",0,96
155,1161711,"Waiter (uncredited)",0,97
155,580566,"Bank Patron (uncredited)",0,98
155,1128275,"Party Guest (uncredited)",0,99
155,1185594,"Party Guest with Glass (uncredited)",0,100
155,1197335,"Party Guest (uncredited)",0,101
155,1552999,"Lau Henchman (uncredited)",0,102
155,1192165,"Paramedic (uncredited)",1,103
155,1131169,"Chechen Gangster (uncredited)",0,104
155,580567,"Press Conference Heckler (uncredited)",0,105
155,228305,"Pedestrian (uncredited)",0,106
155,1392731,"Ferry Passenger (uncredited)",1,107
155,593182,"Police Officer (uncredited)",0,108
155,1086373,"Prisoner (uncredited)",0,109
155,1207205,"Immigrant Ferry Passenger (uncredited)",0,110
155,18070,"Shotgun SWAT (uncredited)",2,111
155,580560,"Parade Police Officer (uncredited)",0,112
155,505400,"Maroni's Henchman (uncredited)",0,113
155,1058964,"Assistant D.A. (uncredited)",0,114
155,1261397,"Police Sgt. Spellman / Gotham Bomb Squad (uncredited)",0,115
155,1551776,"Helicopter SWAT Sniper (uncredited)",0,116
155,1111803,"Ferry Passenger (uncredited)",2,117
155,1360008,"Officer (uncredited)",2,118
155,1426334,"Joker's Thug #2 (uncredited)",0,119
155,30450,"Prisoner (uncredited)",2,120
155,1209046,"Party Guest (uncredited)",0,121
155,1058963,"Angry Hospital Relative (uncredited)",0,122
155,98994,"Evacuee (uncredited)",0,123
155,1108073,"High-Ranking Police Official (uncredited)",0,124
155,1185600,"Extra (uncredited)",0,125
155,1209051,"Dept. of Corrections Resident (uncredited)",0,126
155,99223,"Detective (uncredited)",0,127
155,79810,"Police Officer (uncredited)",0,128
155,204276,"Chechen's Bodyguard (uncredited)",0,129
155,1209055,"Detective (uncredited)",0,130
155,1512023,"Party Guest (uncredited)",0,131
155,127005,"Major Crime Unit Detective (uncredited)",2,132
155,1380656,"Party Staff (uncredited)",0,133
1726,3223,"Tony Stark / Iron Man",2,0
1726,18288,"Lt. Col. James Rhodey Rhodes / War Machine",2,1
1726,1229,"Obadiah Stane / Iron Monger",2,2
1726,17857,Yinsen,2,3
1726,12052,"Virginia Pepper Potts",1,4
1726,57452,Raza,2,5
1726,6162,"J.A.R.V.I.S. (voice)",2,6
1726,57451,"Christine Everhart",1,7
1726,9048,"Agent Phil Coulson",2,8
1726,163671,"Award Ceremony Narrator (voice)",2,9
1726,15277,"Happy Hogan",2,10
1726,2231,"Director Nick Fury",2,11
1726,7624,"Stan Lee",2,12
1726,78299,Guard,0,13
1726,203468,"Jim Cramer",0,14
1726,173810,"Abu Bakaar",2,16
1726,17200,"General Gabriel",2,17
1726,12708,"William Ginter Riva",2,18
1726,40275,"Major Allen",2,19
1726,54809,Guard,2,20
1726,944830,Guard,2,21
1726,1209417,Guard,0,22
1726,95698,Jimmy,2,23
1726,1209418,Pratt,2,24
1726,62037,Ramirez,1,25
1726,183439,Ahmed,2,26
1726,109669,Omar,0,27
1726,104669,"Howard Stark",2,28
1726,1209419,"Viper 1",0,29
1726,195442,"Viper 2",2,30
1726,142213,"Amira Ahmed",1,31
1726,1209702,"Colonel Craig",0,32
1726,1209703,"Dealer at Craps Table",0,33
1726,183037,"Woman at Craps Table",1,34
1726,1209704,"Woman at Craps Table",0,35
1726,214951,Engineer,0,36
1726,205362,"Air Force Officer",2,37
1726,939869,"Woman In SUV",1,38
1726,1209705,"Kid in SUV",2,39
1726,1209706,"Kid in SUV",0,40
1726,1209707,"Kid in SUV",1,41
1726,1209708,"Kid in SUV",0,42
1726,1209709,"Kid in SUV",1,43
1726,1209710,"Gulmira Kid",0,44
1726,206423,"Gulmira Mom",0,45
1726,133121,Reporter,2,46
1726,181895,Reporter,0,47
1726,62843,Reporter,1,48
1726,204606,Reporter,0,49
1726,210842,"Flight Attendant",0,50
1726,205720,"Flight Attendant",1,51
1726,1005698,"Flight Attendant",1,52
1726,1209711,"Air Force Lieutenant",0,53
1726,90721,"Zorianna Kit",0,54
1726,169681,"Stan's Girl",0,55
1726,1209712,"Stan's Girl",0,56
1726,1209713,"Stan's Girl",0,57
